work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size,salary_range
2022,Entry-level,Full-time,Data Analyst,55000,United States,Remote,United States,Small,50K–100K
2022,Mid-level,Full-time,Data Analyst,130000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Applied Machine Learning Scientist,77119,France,Remote,United Kingdom,Large,50K–100K
2022,Entry-level,Full-time,Data Scientist,52008,Belgium,Hybrid,Belgium,Small,50K–100K
2022,Mid-level,Freelance,Applied Machine Learning Scientist,30523,India,Remote,India,Small,25K-50K
2022,Senior-level,Full-time,Data Engineer,206699,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,99100,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Analytics Engineer,200000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Analytics Engineer,54000,United States,On-site,United States,Medium,50K–100K
2022,Entry-level,Full-time,Analytics Engineer,130000,United States,Hybrid,United States,Large,100K–150K
2022,Senior-level,Full-time,Data Engineer,100000,United States,On-site,United States,Large,50K–100K
2022,Senior-level,Full-time,Data Engineer,80000,United States,On-site,United States,Large,50K–100K
2022,Senior-level,Full-time,Data Scientist,100000,United States,On-site,United States,Large,50K–100K
2022,Senior-level,Full-time,Data Specialist,221300,United States,Remote,United States,Large,200K+
2022,Senior-level,Full-time,Data Specialist,148700,United States,Remote,United States,Large,100K–150K
2022,Entry-level,Full-time,Machine Learning Engineer,30000,United Kingdom,Remote,United Kingdom,Large,25K-50K
2022,Entry-level,Full-time,Data Analyst,28368,France,Hybrid,France,Medium,25K-50K
2022,Mid-level,Full-time,Data Engineer,91118,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,Data Engineer,61566,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,60938,Germany,Remote,Germany,Small,50K–100K
2022,Senior-level,Full-time,Data Science Manager,249260,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Science Manager,185400,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Scientist,80036,United Kingdom,Hybrid,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,128875,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,93700,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Machine Learning Engineer,100000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,136260,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,109280,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,160000,United States,Remote,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Scientist,92000,United States,Remote,United States,Large,50K–100K
2022,Mid-level,Full-time,Data Engineer,135446,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,104663,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2022,Entry-level,Full-time,Data Engineer,129000,United States,Remote,United States,Large,100K–150K
2022,Entry-level,Full-time,Data Engineer,86000,United States,Remote,United States,Large,50K–100K
2020,Entry-level,Full-time,Data Engineer,13493,India,Remote,India,Large,<25K
2022,Senior-level,Full-time,Business Data Analyst,100000,United States,Remote,United States,Large,50K–100K
2022,Mid-level,Full-time,Data Scientist,25000,Turkey,Hybrid,Turkey,Medium,<25K
2022,Mid-level,Full-time,Data Analyst,65257,Singapore,Hybrid,Singapore,Medium,50K–100K
2022,Mid-level,Full-time,AI Scientist,200000,United States,Remote,United States,Medium,150K–200K
2022,Entry-level,Full-time,Machine Learning Developer,180000,United States,Remote,United States,Large,150K–200K
2022,Mid-level,Full-time,Data Scientist,153000,United States,Remote,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Analyst,150075,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,110925,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Scientist,22800,Egypt,Remote,Egypt,Medium,<25K
2020,Entry-level,Full-time,Data Analyst,22809,Portugal,Remote,Portugal,Medium,<25K
2022,Entry-level,Full-time,Data Analyst,15000,Indonesia,On-site,Indonesia,Large,<25K
2022,Senior-level,Full-time,Data Science Manager,133766,Australia,Remote,Australia,Large,100K–150K
2022,Entry-level,Full-time,Machine Learning Engineer,83000,United States,On-site,United States,Large,50K–100K
2022,Senior-level,Full-time,Data Scientist,186000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,148800,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,112900,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,90320,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,ML Engineer,240000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,ML Engineer,160000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Science Manager,300000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Science Manager,200000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,65666,Germany,Hybrid,Germany,Small,50K–100K
2022,Mid-level,Full-time,AI Scientist,200000,India,Remote,United States,Large,150K–200K
2022,Mid-level,Full-time,Machine Learning Engineer,116976,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Engineer,92350,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,AI Scientist,120000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,112900,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,90320,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Analytics Manager,145000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analytics Manager,105400,United States,Remote,United States,Medium,100K–150K
2020,Entry-level,Full-time,Data Scientist,49268,Germany,On-site,Germany,Small,25K-50K
2022,Senior-level,Full-time,Data Scientist,215300,United States,Remote,United States,Large,200K+
2022,Senior-level,Full-time,Data Scientist,158200,United States,Remote,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Engineer,209100,United States,Remote,United States,Large,200K+
2022,Senior-level,Full-time,Data Engineer,154600,United States,Remote,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Analyst,115934,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,81666,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,155000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Machine Learning Engineer,84053,France,Remote,Germany,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,164000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,132000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,123000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,ETL Developer,52533,Greece,On-site,Greece,Medium,50K–100K
2022,Executive-level,Full-time,Lead Data Engineer,115222,Canada,Remote,Canada,Small,100K–150K
2022,Senior-level,Full-time,Data Engineer,165400,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,132320,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Architect,208775,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Architect,147800,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,136994,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,101570,United States,Remote,United States,Medium,100K–150K
2022,Executive-level,Full-time,Head of Machine Learning,76309,India,Hybrid,India,Large,50K–100K
2022,Entry-level,Full-time,Machine Learning Engineer,35093,United Kingdom,Remote,United Kingdom,Large,25K-50K
2022,Senior-level,Full-time,Data Engineer,183600,United States,Remote,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Engineer,100800,United States,Remote,United States,Large,100K–150K
2022,Mid-level,Full-time,Data Analyst,49253,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2022,Mid-level,Full-time,Data Analyst,36940,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2022,Mid-level,Full-time,Data Analyst,42026,Spain,Remote,Spain,Medium,25K-50K
2022,Mid-level,Full-time,Data Analyst,31520,Spain,Remote,Spain,Medium,25K-50K
2022,Mid-level,Full-time,Data Analyst,42026,Greece,Remote,Greece,Medium,25K-50K
2022,Mid-level,Full-time,Data Analyst,31520,Greece,Remote,Greece,Medium,25K-50K
2022,Senior-level,Full-time,Data Scientist,215300,United States,On-site,United States,Large,200K+
2022,Senior-level,Full-time,Data Scientist,140400,United States,On-site,United States,Large,100K–150K
2022,Mid-level,Full-time,Data Engineer,63040,Spain,Remote,Spain,Medium,50K–100K
2022,Mid-level,Full-time,Data Engineer,47280,Spain,Remote,Spain,Medium,25K-50K
2022,Senior-level,Full-time,Data Scientist,260000,United States,Remote,United States,Medium,200K+
2022,Mid-level,Full-time,Data Scientist,43096,United Kingdom,On-site,United Kingdom,Medium,25K-50K
2022,Mid-level,Full-time,Data Engineer,63040,Greece,Remote,Greece,Medium,50K–100K
2022,Mid-level,Full-time,Data Engineer,47280,Greece,Remote,Greece,Medium,25K-50K
2022,Mid-level,Full-time,Data Engineer,55410,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2021,Mid-level,Full-time,Machine Learning Engineer,51064,Italy,Hybrid,Italy,Large,50K–100K
2022,Senior-level,Full-time,Data Science Engineer,60000,Argentina,Remote,Mexico,Large,50K–100K
2022,Mid-level,Full-time,Data Engineer,82900,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Engineer,63900,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Machine Learning Scientist,160000,United States,Remote,United States,Large,150K–200K
2022,Mid-level,Full-time,Machine Learning Scientist,112300,United States,Remote,United States,Large,100K–150K
2022,Mid-level,Full-time,Data Science Manager,241000,United States,Remote,United States,Medium,200K+
2022,Mid-level,Full-time,Data Science Manager,159000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,80000,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,58000,United States,On-site,United States,Small,50K–100K
2022,Senior-level,Full-time,Data Engineer,136000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,108800,United States,On-site,United States,Medium,100K–150K
2022,Executive-level,Full-time,Data Engineer,242000,United States,Remote,United States,Medium,200K+
2022,Executive-level,Full-time,Data Engineer,200000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Scientist,61566,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,36940,United Kingdom,On-site,United Kingdom,Medium,25K-50K
2022,Mid-level,Full-time,Data Engineer,49253,United Kingdom,On-site,United Kingdom,Medium,25K-50K
2022,Senior-level,Full-time,Data Scientist,165220,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,120160,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,124190,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,181940,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,132320,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,220110,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,160080,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,180000,United States,On-site,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Scientist,120000,United States,On-site,United States,Large,100K–150K
2022,Mid-level,Full-time,Data Analyst,126500,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,106260,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,116000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,155000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,120600,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,130000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,90000,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Engineer,170000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,102100,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,84900,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,136620,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,99360,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,110820,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,98506,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,146000,United States,Remote,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Engineer,43096,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2022,Executive-level,Full-time,Data Analyst,130000,United States,Remote,United States,Medium,100K–150K
2022,Executive-level,Full-time,Data Analyst,110000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,170000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Science Manager,161342,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Science Manager,137141,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,167000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,73880,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,61566,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,211500,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,138600,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Architect,192400,Canada,Remote,Canada,Medium,150K–200K
2022,Senior-level,Full-time,Data Architect,90700,Canada,Remote,Canada,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,130000,Canada,Remote,Canada,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,61300,Canada,Remote,Canada,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,160000,United States,On-site,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Engineer,113000,United States,On-site,United States,Large,100K–150K
2022,Senior-level,Full-time,Data Scientist,95550,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,167000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Analyst,115500,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,243900,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,156600,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,136600,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,128875,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,93700,United States,Remote,United States,Medium,50K–100K
2022,Executive-level,Full-time,Head of Data Science,224000,United States,Remote,United States,Medium,200K+
2022,Executive-level,Full-time,Head of Data Science,167875,United States,Remote,United States,Medium,150K–200K
2022,Executive-level,Full-time,Analytics Engineer,175000,United States,Remote,United States,Medium,150K–200K
2022,Executive-level,Full-time,Analytics Engineer,135000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,205300,United States,On-site,United States,Large,200K+
2022,Senior-level,Full-time,Data Scientist,176000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,200100,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,70500,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,54000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,205300,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,140400,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Analytics Engineer,205300,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Analytics Engineer,184700,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,175100,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,140250,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,116150,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,99050,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,85000,Canada,On-site,Canada,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,75000,Canada,On-site,Canada,Medium,50K–100K
2022,Senior-level,Full-time,Machine Learning Engineer,214000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Machine Learning Engineer,192600,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Architect,266400,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Architect,213120,United States,Remote,United States,Medium,200K+
2022,Mid-level,Full-time,Data Scientist,141300,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,102100,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,206699,United States,On-site,United States,Medium,200K+
2022,Mid-level,Full-time,Data Engineer,99100,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,110500,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,61566,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,43096,United Kingdom,On-site,United Kingdom,Medium,25K-50K
2022,Senior-level,Full-time,Data Analyst,80000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,60000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,230000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Analytics Manager,150260,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analytics Manager,109280,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,160000,United States,Remote,United States,Medium,150K–200K
2022,Entry-level,Full-time,Data Analyst,67000,Canada,On-site,Canada,Medium,50K–100K
2022,Entry-level,Full-time,Data Analyst,52000,Canada,On-site,Canada,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,129000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,69000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,25000,United States,Remote,United States,Medium,<25K
2022,Senior-level,Full-time,Data Analyst,126500,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,106260,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,220110,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,160080,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,105000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,135000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,50000,United States,Remote,United States,Medium,25K-50K
2022,Senior-level,Full-time,Data Scientist,220000,United States,Remote,United States,Medium,200K+
2022,Mid-level,Full-time,Data Scientist,172386,United Kingdom,On-site,United Kingdom,Medium,150K–200K
2022,Mid-level,Full-time,Data Scientist,86193,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Machine Learning Engineer,220000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Machine Learning Engineer,120000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,200000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Machine Learning Engineer,120000,United Arab Emirates,Remote,United Arab Emirates,Small,100K–150K
2022,Senior-level,Full-time,Machine Learning Engineer,65000,United Arab Emirates,Remote,United Arab Emirates,Small,50K–100K
2022,Executive-level,Full-time,Data Engineer,324000,United States,Remote,United States,Medium,200K+
2022,Executive-level,Full-time,Data Engineer,216000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,185100,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,104890,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Developer,76814,Canada,Remote,Canada,Medium,50K–100K
2020,Senior-level,Full-time,Machine Learning Manager,117104,Canada,Hybrid,Canada,Large,100K–150K
2022,Executive-level,Full-time,Director of Data Science,192037,Canada,Hybrid,Canada,Large,150K–200K
2022,Mid-level,Full-time,Machine Learning Engineer,120000,United States,Remote,United States,Small,100K–150K
2022,Mid-level,Full-time,Business Data Analyst,17805,India,Remote,India,Medium,<25K
2022,Mid-level,Full-time,Data Scientist,30523,India,Remote,India,Large,25K-50K
2022,Mid-level,Full-time,Machine Learning Infrastructure Engineer,55685,Portugal,Hybrid,Portugal,Large,50K–100K
2022,Mid-level,Part-time,Data Engineer,52533,Germany,Hybrid,Germany,Large,50K–100K
2022,Entry-level,Full-time,Data Scientist,17805,India,Remote,India,Medium,<25K
2022,Mid-level,Full-time,Applied Machine Learning Scientist,75000,Bolivia,Remote,United States,Large,50K–100K
2022,Mid-level,Full-time,Applied Data Scientist,157000,United States,Remote,United States,Large,150K–200K
2022,Mid-level,Full-time,Business Data Analyst,69133,Canada,Hybrid,Canada,Large,50K–100K
2022,Entry-level,Full-time,Data Engineer,65000,United States,Remote,United States,Small,50K–100K
2022,Senior-level,Full-time,Machine Learning Engineer,68293,Ireland,Remote,Ireland,Small,50K–100K
2021,Mid-level,Full-time,Data Scientist,109000,United States,Hybrid,United States,Large,100K–150K
2022,Mid-level,Full-time,Data Scientist,67597,Canada,Remote,Canada,Medium,50K–100K
2022,Entry-level,Full-time,Computer Vision Engineer,10000,Portugal,Remote,Luxembourg,Medium,<25K
2022,Mid-level,Full-time,Data Analyst,20000,Greece,Remote,Greece,Small,<25K
2021,Senior-level,Full-time,Head of Data,102839,Slovenia,Remote,Slovenia,Large,100K–150K
2022,Senior-level,Full-time,Head of Data,200000,Malaysia,Remote,United States,Medium,150K–200K
2022,Entry-level,Full-time,Data Scientist,51081,Canada,Remote,Canada,Large,50K–100K
2022,Mid-level,Full-time,Machine Learning Engineer,83864,Australia,Remote,Australia,Large,50K–100K
2022,Entry-level,Full-time,Data Scientist,40000,Japan,Remote,Malaysia,Large,25K-50K
2022,Mid-level,Full-time,Head of Data,31520,Estonia,Remote,Estonia,Small,25K-50K
2022,Senior-level,Full-time,Machine Learning Engineer,59888,Netherlands,Remote,Netherlands,Large,50K–100K
2020,Entry-level,Full-time,Data Engineer,54742,Pakistan,Remote,Germany,Large,50K–100K
2022,Senior-level,Full-time,Research Scientist,89306,France,Hybrid,France,Large,50K–100K
2022,Entry-level,Full-time,Data Scientist,83171,Australia,Hybrid,Australia,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,165000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Machine Learning Scientist,153000,United States,Hybrid,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,100000,Brazil,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Machine Learning Developer,76814,Canada,Remote,Canada,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,33609,Poland,Remote,Poland,Large,25K-50K
2022,Mid-level,Full-time,Principal Data Analyst,75000,Canada,Remote,Canada,Small,50K–100K
2020,Mid-level,Full-time,Product Data Analyst,20000,Honduras,On-site,Honduras,Small,<25K
2022,Entry-level,Contract,Applied Machine Learning Scientist,30469,TN,Remote,Czech Republic,Medium,25K-50K
2021,Mid-level,Full-time,Research Scientist,69999,Czech Republic,Hybrid,Czech Republic,Large,50K–100K
2022,Entry-level,Full-time,Data Engineer,55475,Pakistan,Remote,Germany,Medium,50K–100K
2022,Mid-level,Full-time,Research Scientist,61989,Austria,On-site,Austria,Large,50K–100K
2022,Senior-level,Full-time,Data Science Manager,152500,United States,Remote,United States,Medium,150K–200K
2022,Entry-level,Full-time,Research Scientist,120000,United States,Remote,United States,Large,100K–150K
2022,Mid-level,Full-time,Data Scientist,135000,United States,Remote,United States,Large,100K–150K
2022,Senior-level,Full-time,Data Analytics Lead,405000,United States,Remote,United States,Large,200K+
2021,Senior-level,Full-time,Data Engineer,150000,United States,On-site,United States,Large,100K–150K
2021,Senior-level,Full-time,Data Science Manager,240000,United States,On-site,United States,Large,200K+
2021,Mid-level,Full-time,Data Analyst,135000,United States,Remote,United States,Large,100K–150K
2021,Entry-level,Full-time,Data Scientist,80000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Applied Data Scientist,380000,United States,Remote,United States,Large,200K+
2022,Mid-level,Full-time,Data Scientist,120402,Switzerland,On-site,Switzerland,Large,100K–150K
2022,Senior-level,Full-time,Applied Data Scientist,177000,United States,Remote,United States,Large,150K–200K
2022,Mid-level,Full-time,Data Engineer,65141,France,Remote,France,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,48000,Russia,Remote,United States,Small,25K-50K
2022,Entry-level,Full-time,Data Analytics Engineer,20000,Pakistan,On-site,Pakistan,Medium,<25K
2021,Senior-level,Full-time,Principal Data Scientist,220000,United States,On-site,United States,Large,200K+
2021,Mid-level,Full-time,ML Engineer,77364,Japan,Hybrid,Japan,Small,50K–100K
2021,Mid-level,Full-time,ML Engineer,63711,Japan,Hybrid,Japan,Small,50K–100K
2022,Entry-level,Full-time,Computer Vision Software Engineer,150000,Australia,Remote,Australia,Small,100K–150K
2021,Mid-level,Full-time,Data Analyst,90000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Freelance,Data Scientist,100000,Canada,Remote,United States,Medium,50K–100K
2021,Entry-level,Full-time,Data Scientist,100000,United States,On-site,United States,Small,50K–100K
2022,Entry-level,Part-time,Data Scientist,100000,Algeria,Hybrid,Algeria,Medium,50K–100K
2022,Senior-level,Full-time,Research Scientist,144000,United States,Hybrid,United States,Large,100K–150K
2022,Senior-level,Full-time,Principal Data Scientist,155499,Germany,Remote,Germany,Medium,150K–200K
2021,Senior-level,Full-time,Computer Vision Engineer,24000,Brazil,Remote,Brazil,Medium,<25K
2021,Mid-level,Full-time,Applied Machine Learning Scientist,38400,Vietnam,Remote,United States,Medium,25K-50K
2022,Entry-level,Full-time,Financial Data Analyst,100000,United States,Hybrid,United States,Large,50K–100K
2021,Mid-level,Full-time,Data Scientist,82500,United States,Remote,United States,Small,50K–100K
2021,Entry-level,Full-time,Data Scientist,49646,France,Hybrid,France,Medium,25K-50K
2021,Senior-level,Full-time,Lead Data Scientist,40570,India,Hybrid,India,Large,25K-50K
2022,Entry-level,Full-time,Data Engineer,120000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Lead Machine Learning Engineer,84053,Germany,On-site,Germany,Medium,50K–100K
2021,Entry-level,Full-time,Machine Learning Engineer,20000,India,Remote,India,Small,<25K
2022,Entry-level,Full-time,Computer Vision Engineer,125000,United States,On-site,United States,Medium,100K–150K
2021,Mid-level,Full-time,Data Scientist,9466,India,On-site,India,Small,<25K
2021,Senior-level,Full-time,Machine Learning Scientist,120000,United States,Hybrid,United States,Small,100K–150K
